Issue Type,Issue key,Issue id,Updated,Custom field (Epic Link),Created,Summary,Status,Resolution,Affects Version/s,Affects Version/s,Custom field (Story Points),Custom field (Epic Name),Labels,Labels,Labels,Labels,Labels,Labels,Labels,Component/s,Custom field (Issue Resolution),Resolved,Sprint,Sprint,Custom field (Begin Date),Custom field (End Date),Fix Version/s,Fix Version/s,Outward issue link (Blocks),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Dependent),Outward issue link (Dependent),Outward issue link (Gantt: finish-start),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates)
Story,AAKO-6696,1362440,6/19/18 8:17,AAKO-3968,4/17/18 15:01,Extremity Specialist: Load all of Trauma's Claimed Vivigen 2018 Sales,Open,,Trauma,,,,,,,,,,,Targaryen,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-6695,1362439,6/14/18 13:53,AAKO-3983,4/17/18 14:53,Full-year Quota & Baseline View by Region / Area,Open,,Spine,,8,,MUST,Spine,,,,,,Stark,,,AAKO - Stark - C.2,,,,Spine,,,,,,AAKO-6990,AAKO-6697,,,,
Story,AAKO-6692,1361903,6/20/18 7:44,AAKO-3982,4/17/18 11:03,C&E Analyst Role Clean Up in Pre Production - Hybrid Portal Views,Open,,Spine,,,,Spine,,,,,,,Stark,,,AAKO - Stark - C.3,,,,Spine,,,,,,,,,,,
Story,AAKO-6683,1358291,6/21/18 10:01,AAKO-3982,4/16/18 10:16,Internal Impersonation Ability - Sync up Read-Only Portal Views before Spine Go-Live,Open,,Spine,,3,,FirstBU,,,,,,,Mormont,,,AAKO - Mormont - Corbett.4,,,,Spine,,,,,,,,,,,
Story,AAKO-6680,1358042,5/16/18 7:54,AAKO-3984,4/16/18 8:38,Statements - PAID Table setup (Lannister),Completed,Done,Spine,,3,,PI-B,Spine,,,,,,Stark,Done,5/16/18 7:54,Stark - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-6401,1349441,5/16/18 6:26,AAKO-22,4/11/18 15:46,[TESTING] Customer Sales Adjustment  - Participant SD Crediting Regression,Completed,Done,Spine,,5,,DPS,PI-B,,,,,,Targaryen,Done,5/16/18 6:26,AAKO-Targaryen - Bandhavgarh.2,AAKO-Targaryen - Bandhavgarh.3,,,Spine,,,,,,,,,,,
Story,AAKO-6400,1349438,5/8/18 8:37,AAKO-22,4/11/18 15:39,Create Customer Sales Adjustments - Update SD Crediting Process ,Completed,Done,Spine,,3,,DPS,PI-B,,,,,,Targaryen,Done,5/8/18 8:37,AAKO-Targaryen - Bandhavgarh.2,,,,Spine,,,,,,,,,,,
Story,AAKO-6399,1349435,4/25/18 16:19,AAKO-22,4/11/18 15:35,Create Customer Sales Adjustments - Select Customer Adj - Post for Deltas  SD,Completed,Done,Spine,,5,,DPS,,,,,,,Targaryen,Done,4/25/18 16:19,AAKO-Targaryen - Bandhavgarh.1,,,,Spine,,,,,,AAKO-6179,,,,,
Story,AAKO-6398,1349431,6/1/18 12:15,AAKO-22,4/11/18 15:29,Update to GEO Sales Load - Force Product,Completed,Done,Spine,,3,,DPS,PI-B,,,,,,Targaryen,Done,6/1/18 12:15,AAKO-Targaryen - Bandhavgarh.4,,,,Spine,,,,,,,,,,,
Story,AAKO-6397,1349425,6/11/18 13:17,AAKO-22,4/11/18 15:24,"Maintain ""Dummy"" Prod Hierarchy ",Open,,LastBu,,8,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-6377,1344790,6/20/18 11:50,AAKO-4099,4/10/18 13:38,Expansion Category RM and AVP Impact -Release Sales at EOY,Open,,Spine,,5,,DPS,,,,,,,Targaryen,,,AAKO-Targaryen - C3,,,,Spine,,,,,,AAKO-6376,AAKO-3864,,,,
Story,AAKO-6376,1344782,5/24/18 6:50,AAKO-4099,4/10/18 13:34,Expansion Category RM and AVP Impact - Roll-Up Sales and View Progress to add to VC- Analyst View,Completed,Done,Spine,,5,,DPS,PI-B,,,,,,Targaryen,Done,5/24/18 6:50,AAKO-Targaryen - Bandhavgarh.3,,,,Spine,,,,,,AAKO-3864,,,,,
Story,AAKO-6375,1344764,6/20/18 11:49,AAKO-4099,4/10/18 13:25,Quota Attainment: REP Level Core + Expansion Category  (EOY Add Sales to Core),Open,,Spine,,5,,DPS,,,,,,,Targaryen,,,AAKO-Targaryen - C3,,,,Spine,,,,,,AAKO-434,,,,,
Story,AAKO-6334,1331571,4/23/18 12:28,AAKO-3958,4/5/18 9:58,Customer to Geography Primary Flag - Ethicon Process  (4),Open,,ETH,,13,,Ethicon,,,,,,,Targaryen,,,,,,,ETH,,,,,,AAKO-6332,AAKO-5991,,,,
Story,AAKO-6333,1331562,5/22/18 17:11,AAKO-3958,4/5/18 9:55,Customer to Geography Primary Flag - SOX ,Completed,Done,Spine,,5,,PI-B,Spine,,,,,,Targaryen,Done,5/22/18 17:11,AAKO-Targaryen - Bandhavgarh.3,,,,Spine,,,,,,AAKO-5991,,,,,
Story,AAKO-6332,1331553,6/1/18 15:44,AAKO-3958,4/5/18 9:49,Customer to GEO Primary Flag Workflow,Completed,Done,Spine,,8,,PI-B,Spine,,,,,,Targaryen,Done,6/1/18 15:44,AAKO-Targaryen - Bandhavgarh.4,,,,Spine,,,,,,AAKO-5991,,,,,
Story,AAKO-6323,1326882,5/16/18 9:55,AAKO-2277,4/4/18 13:46,an approval workflow to approve all Payment Adjustments,Completed,Done,Spine,,8,,FirstBU,PI-B,,,,,,Mormont,Done,5/16/18 9:55,AAKO - Mormont - Bandhavgarh.3,,,,Spine,,,,AAKO-4871,,,,,,,
Story,AAKO-6322,1326881,6/21/18 9:12,AAKO-2277,4/4/18 13:45,an approval workflow to approve all Sales Adjustments,Open,,Spine,,8,,FirstBU,PI-B,,,,,,Mormont,,,AAKO - Mormont - Corbett.1,,,,Spine,,,,AAKO-4871,,,,,,,
Story,AAKO-6320,1327214,4/26/18 11:43,AAKO-3983,4/4/18 13:20,Build Process to for Uploading Documents and Visibility in Portal,Completed,Done,Spine,,13,,DPS,FirstBU,,,,,,Stark,Done,4/26/18 11:43,Stark - Bandhavgarh.1,,,,Spine,,,,AAKO-5041,,,,,,,
Story,AAKO-6314,1326955,4/20/18 9:41,AAKO-4099,4/4/18 12:27,Expansion Category:  Setup Parameters to link Exp Component to Quota Component,Completed,Done,Spine,,5,,FirstBU,,,,,,,Targaryen,Done,4/20/18 9:41,AAKO-Targaryen - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-6310,1325269,5/7/18 11:32,AAKO-3983,4/4/18 10:55,B.1 Updates & Enhancements (pt 2) - Invoice Realignment,Completed,Done,Spine,,3,,Spine,,,,,,,Stark,Done,5/7/18 11:32,Stark - Bandhavgarh.2,,,,Spine,,,,AAKO-6204,,,,,,,
Story,AAKO-6307,1322950,4/24/18 18:41,AAKO-4889,4/3/18 16:13,Map Synthes Territory ID to DePuy Geography + Add UCN,Completed,Done,Spine,,8,,FirstBU,,,,,,,Targaryen,Done,4/24/18 18:41,AAKO-Targaryen - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-6233,1312718,4/12/18 7:11,AAKO-4906,3/29/18 9:05,Improving Portal Processing Time ,Completed,Done,Spine,,13,,spine,,,,,,,Lannister,Done,4/12/18 7:11,AAKO - Lannister -B'ghar.IP,,,,Spine,,,,,,,,,,,
Story,AAKO-6208,1305746,6/14/18 13:22,AAKO-16,3/27/18 12:11,Enable ability to Inactivate WWID to Summary Records,Open,,Trauma,,,,DPS,,,,,,,Lannister,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-6207,1306201,4/6/18 11:26,AAKO-3963,3/27/18 11:06,Enhance Inv Realignment History,Completed,Done,Spine,,3,,FirstBU,,,,,,,Targaryen,Done,4/6/18 11:26,AAKO - Targaryen - Acadia.IP,,,,Spine,,,,,,,,,,,
Story,AAKO-6205,1301997,4/26/18 9:20,AAKO-4902,3/26/18 9:07,Finalize & Standardize the columns shown in existing test portal views for each metric type (Y),Completed,Done,Spine,,8,,FirstBU,,,,,,,Lannister,Done,4/26/18 9:20,Lannister - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-6204,1301695,4/26/18 11:36,AAKO-3983,3/26/18 7:59,Field Portal - A.4 Updates & Enhancements,Completed,Done,Spine,,8,,Spine,,,,,,,Stark,Done,4/26/18 11:36,Stark - Bandhavgarh.1,,,,Spine,,,,AAKO-5993,,,,,,,
Story,AAKO-6198,1298962,3/28/18 13:25,AAKO-3963,3/23/18 9:38,Prevent Invoice Realignment to upper hierarchy levels,Completed,Done,Spine,,5,,,,,,,,,Targaryen,Done,3/28/18 13:25,AAKO - Targaryen - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-6183,1296442,5/22/18 17:33,AAKO-3963,3/22/18 10:40,Upload Inv Realignment @ Invoice / Graft ID level including GEO,Completed,Done,Spine,,13,,FirstBU,PI-B,,,,,,Targaryen,Done,5/22/18 17:33,AAKO-Targaryen - Bandhavgarh.3,,,,Spine,,,,,,,,,,,
Story,AAKO-6182,1294424,3/27/18 17:42,AAKO-4885,3/21/18 13:55,"FIX - Enable ""SPN Lifenet Customer Crosswalk"" to receive new records",Completed,Done,Spine,,5,,FirstBU,,,,,,,Targaryen,Done,3/27/18 17:42,AAKO - Targaryen - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-6179,1292759,4/24/18 18:18,AAKO-22,3/20/18 18:47,Create Customer Sales Adjustments - Create Load Process,Completed,Done,Spine,,5,,FirstBU,,,,,,,Targaryen,Done,4/24/18 18:18,AAKO-Targaryen - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-6177,1289296,3/28/18 13:24,AAKO-3963,3/19/18 17:55,Non-Editable Historic view of Invoice Realignments,Completed,Done,Spine,,1,,FirstBU,,,,,,,Targaryen,Done,3/28/18 13:24,AAKO - Targaryen - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-6166,1285154,4/26/18 11:36,AAKO-3983,3/16/18 9:56,DART Update: Inclusion of JDE AB Number columns & cross-reference link,Completed,Done,Spine,,13,,FirstBU,,,,,,,Stark,Done,4/26/18 11:36,Stark - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-6087,1282710,3/29/18 9:39,AAKO-3983,3/15/18 11:20,Enhancement Placeholder - all align Sales Transaction - DTP (Delta Logic) Part 5 ,Completed,Done,Spine,,5,,FirstBU,,,,,,,Stark,Done,3/29/18 9:39,AAKO - Stark - Acadia.4,,,,Spine,,,,AAKO-6086,,,,,,,
Story,AAKO-6086,1282709,3/29/18 9:39,AAKO-3983,3/15/18 11:20,Enhancement Placeholder - all align Sales Transaction - DTP (Delta Logic) Part 4 ,Completed,Done,Spine,,5,,FirstBU,,,,,,,Stark,Done,3/29/18 9:39,AAKO - Stark - Acadia.4,,,,Spine,,,,AAKO-6085,,,,,,,
Story,AAKO-6085,1282707,3/23/18 16:00,AAKO-3983,3/15/18 11:19,Enhancement Placeholder - all align Sales Transaction - DTP (Delta Logic) Part 3 ,Completed,Done,Spine,,5,,FirstBU,,,,,,,Stark,Done,3/23/18 16:00,AAKO - Stark - Acadia.4,,,,Spine,,,,AAKO-6084,,,,,,,
Story,AAKO-6084,1282706,3/23/18 15:55,AAKO-3983,3/15/18 11:19,Enhancement Placeholder - all align Sales Transaction - DTP (Delta Logic) Part 2 ,Completed,Done,Spine,,5,,FirstBU,,,,,,,Stark,Done,3/23/18 15:55,AAKO - Stark - Acadia.4,,,,Spine,,,,AAKO-5992,,,,,,,
Story,AAKO-5998,1282002,3/28/18 9:49,AAKO-4906,3/15/18 8:20,Apply Primary Geo flag to Component Earnings Adjustment process,Completed,Done,Spine,,13,,Spine,,,,,,,Lannister,Done,3/28/18 9:49,AAKO - Lannister - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5996,1281878,3/23/18 10:44,AAKO-4906,3/15/18 8:02,Draw calculations Update for Mid-month start/end scenarios,Completed,Done,Spine,,5,,FirstBU,,,,,,,Lannister,Done,3/23/18 10:44,AAKO - Lannister - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5993,1280680,3/27/18 15:11,AAKO-3983,3/14/18 15:19,Field Portal - A.3 Updates & Enhancements,Completed,Done,Spine,,1,,Spine,,,,,,,Stark,Done,3/27/18 15:11,AAKO - Stark - Acadia.4,,,,Spine,,,,AAKO-5948,,,,,,,
Story,AAKO-5992,1276350,3/23/18 15:55,AAKO-3983,3/13/18 14:35,Enhancement Placeholder - all align Sales Transaction - DTP (Delta Logic) Part 1 ,Completed,Done,Spine,,5,,FirstBU,,,,,,,Stark,Done,3/23/18 15:55,AAKO - Stark - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5991,1274048,4/25/18 16:11,AAKO-3958,3/12/18 16:51,Customer to Geography Primary Flag - MainStory Portal View / Bulk Upload,Completed,Done,Spine,,5,,Spine,,,,,,,Targaryen,Done,4/25/18 16:11,AAKO-Targaryen - Bandhavgarh.1,,,,Spine,,,,,,,,,,,
Story,AAKO-5989,1269893,3/28/18 14:50,AAKO-3963,3/9/18 15:09,View and Mtn (Cancel) Previously Realigned Invoices,Completed,Done,Spine,,13,,FirstBU,,,,,,,Targaryen,Done,3/28/18 14:50,AAKO - Targaryen - Acadia.4,,,,Spine,,,,,,AAKO-5778,,,,,
Story,AAKO-5954,1262478,4/24/18 20:38,AAKO-3983,3/6/18 15:05,Upload & Display Payout Calendars Section on FSO Portal,Completed,Done,Spine,,1,,CSS,DPS,Ethicon,FirstBU,,,,Stark,Done,4/24/18 20:38,Stark - Bandhavgarh.1,,,,Spine,,,,AAKO-5953,,,,,,,
Story,AAKO-5953,1262477,4/24/18 20:38,AAKO-3983,3/6/18 15:04,Upload & Display Communication Documents Section on FSO Portal,Completed,Done,Spine,,1,,CSS,DPS,Ethicon,FirstBU,,,,Stark,Done,4/24/18 20:38,Stark - Bandhavgarh.1,,,,Spine,,,,AAKO-5952,,,,,,,
Story,AAKO-5952,1262475,4/24/18 21:57,AAKO-3983,3/6/18 15:03,Upload & Display Comp Calculator Section on FSO Portal,Completed,Done,Spine,,1,,CSS,DPS,Ethicon,FirstBU,,,,Stark,Done,4/24/18 21:57,Stark - Bandhavgarh.1,,,,Spine,,,,AAKO-5091,,,,,,,
Story,AAKO-5948,1261493,3/14/18 16:23,AAKO-3983,3/6/18 9:54,Field Portal - Cosmetic Updates,Completed,Done,Spine,,2,,Spine,,,,,,,Stark,Done,3/14/18 16:23,AAKO - Stark - Acadia.3,,,,Spine,,,,AAKO-5775,,,,,,,
Story,AAKO-5942,1259451,6/19/18 9:32,AAKO-3963,3/5/18 13:57,Support Invoice Realignment across BU - for Alliance Sales Only ,Open,,Trauma,,13,,Trauma,,,,,,,Targaryen,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-5898,1254327,6/5/18 8:09,AAKO-3963,3/1/18 12:07,Export Paid Lifenet Graft ID Sales  (paid to Spine supports clawback)  ,Completed,Done,Spine,,5,,PI-B,Spine,,,,,,Targaryen,Done,6/5/18 8:09,AAKO-Targaryen - Bandhavgarh.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5854,1253969,5/22/18 10:56,AAKO-4889,3/1/18 10:03,Update to Geo Crediting (ED) - for IC Graft ID update,Open,,ETH,,3,,Ethicon,,,,,,,Targaryen,,,,,,,ETH,,,,,,,,,,,
Story,AAKO-5779,1248694,3/22/18 12:53,AAKO-4885,2/27/18 12:01,Reprocess Lifenet Sales post updates to Account Crosswalk  ,Completed,Done,Spine,,5,,FirstBU,,,,,,,Targaryen,Done,3/22/18 12:53,AAKO - Targaryen - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5777,1248636,3/23/18 8:47,AAKO-3963,2/27/18 10:41,Manual Form - Transaction Selection and Submit for Invoice Realignment,Completed,Done,Spine,,8,,FirstBU,,,,,,,Targaryen,Done,3/23/18 8:47,AAKO - Targaryen - Acadia.4,,,,Spine,,,,,,AAKO-5767,,,,,
Story,AAKO-5775,1244945,4/26/18 16:28,AAKO-3983,2/26/18 8:19,Participant Commission Rate Tool - Email notifications,Completed,Done,Spine,,5,,Spine,,,,,,,Mormont,Done,4/26/18 16:28,AAKO - Mormont - Bandhavgarh.1,,,,Spine,,,,AAKO-5587,,,,,,,
Story,AAKO-5770,1240897,6/6/18 9:44,AAKO-4889,2/22/18 15:56,"Enhance Sales Adjustment Upload to support Multiple Types via ""Comment"" field",Completed,Done,Spine,,5,,FirstBU,PI-B,,,,,,Targaryen,Done,6/6/18 9:44,AAKO-Targaryen - Bandhavgarh.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5767,1235173,3/22/18 12:06,AAKO-3963,2/20/18 10:44,Analyst Form for Entering Invoice Re-Alignments Search Criteria + Process ,Completed,Done,Spine,,13,,FirstBU,,,,,,,Targaryen,Done,3/22/18 12:06,AAKO - Targaryen - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5598,1027683,5/22/18 10:41,AAKO-4890,2/14/18 15:27,Inv ReAlignment #2 - Updates to Participant Crediting ED (End of Month)for Claiming,Open,,MIT,,13,,Ethicon,Mitek,,,,,,Targaryen,,,,,,,MIT,,,,,,,,,,,
Story,AAKO-5597,1027682,5/22/18 10:39,AAKO-4890,2/14/18 15:23,Inv ReAlignment #2 - Updates to Participant Crediting ED (Crediting Date)for Claiming,Open,,MIT,,13,,Ethicon,Mitek,,,,,,Targaryen,,,,,,,MIT,,,,,,,,,,,
Story,AAKO-5595,1025732,2/22/18 12:37,AAKO-3963,2/13/18 11:07,Update Invoice Re-Alignment Tables (including for #1 type)  ,Completed,Done,Spine,,8,,FirstBU,,,,,,,Targaryen,Done,2/22/18 12:37,AAKO - Targaryen - Acadia.2,,,,Spine,,,,,,,,,,,
Story,AAKO-5594,1025728,5/22/18 10:24,AAKO-4889,2/13/18 10:58,Inv ReAlignment #2 - Geography Crediting Summary ED,Open,,MIT,,5,,Ethicon,Mitek,,,,,,Targaryen,,,,,,,MIT,,,,,,,,,,,
Story,AAKO-5593,1025727,5/22/18 10:23,AAKO-4889,2/13/18 10:57,Inv ReAlignment #2 - Geography Crediting Summary EDPY,Open,,MIT,,5,,Ethicon,Mitek,,,,,,Targaryen,,,,,,,MIT,,,,,,,,,,,
Story,AAKO-5592,1025726,2/28/18 16:08,AAKO-4889,2/13/18 10:56,Inv ReAlignment #2 - Geography Crediting Summary SD  ,Completed,Done,Spine,,8,,FirstBU,,,,,,,Targaryen,Done,2/28/18 16:08,AAKO - Targaryen - Acadia.2,,,,Spine,,,,,,,,,,,
Story,AAKO-5591,1025723,5/22/18 10:22,AAKO-4889,2/13/18 10:51,Inv ReAlignment #2 - Geography Crediting EDPY  ,Open,,MIT,,8,,Ethicon,Mitek,,,,,,Targaryen,,,,,,,MIT,,,,,,,,,,,
Story,AAKO-5590,1025722,3/2/18 8:47,AAKO-4890,2/13/18 10:47,Inv ReAlignment #2 - Updates to Participant Crediting SD (Crediting Date)for Claiming,Completed,Done,Spine,,13,,FirstBU,,,,,,,Targaryen,Done,3/2/18 8:47,AAKO - Targaryen - Acadia.3,,,,Spine,,,,,AAKO-5802,,,,,,
Story,AAKO-5589,1024628,3/26/18 9:02,AAKO-4900,2/12/18 19:16,Final Pay Adjustment  @ wwid - Apply the final payment adjustment ,Completed,Done,Spine,,5,,FirstBU,,,,,,,Lannister,Done,3/26/18 9:02,AAKO - Lannister - Acadia.4,,,,Spine,,,,,,,,,,,
Story,AAKO-5588,1024588,4/18/18 9:25,AAKO-3984,2/12/18 17:18,Statements: Earnings Drill Down Details for Growth: Sales Up To Baseline * Rate,Open,,ETH,,,,Ethicon,,,,,,,Stark,,,,,,,ETH,,,,AAKO-5140,,,,,,,
Story,AAKO-5587,1024194,3/1/18 7:44,AAKO-3981,2/12/18 14:09,Participant Commission Rate Tool - Entry and Approval Views - Added Fields Enhancements,Completed,Done,Spine,,13,,Spine,,,,,,,Stark,Done,3/1/18 7:44,AAKO - Stark - Acadia.2,,,,Spine,,,,,,,,,,,
Story,AAKO-5559,1017444,4/23/18 12:22,AAKO-5547,2/7/18 14:57,Power Tools: Load and Maintain Participants  ,Open,,LastBu,,,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5558,1017442,4/23/18 12:22,AAKO-5547,2/7/18 14:55,Power Tools: Load Participant to Geo Alignments,Open,,LastBu,,,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5557,1017441,4/23/18 12:22,AAKO-5547,2/7/18 14:53,PowerTools:  Load Customer to Territory Alignments,Open,,LastBu,,,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5556,1017432,3/15/18 11:24,AAKO-4906,2/7/18 14:44,Configure Mechanics - Vacancy C ( Terr % coverage  * Flat),Completed,Done,Spine,,13,,FirstBU,,,,,,,Lannister,Done,3/15/18 11:24,AAKO - Lannister - Acadia.3,,,,Spine,,,,,,,,,,,
Story,AAKO-5553,1017425,4/23/18 12:22,AAKO-5547,2/7/18 14:28,TESTING: Power Tools -Mechanic - Sales * Rate,Open,,LastBu,,,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5552,1017424,4/23/18 12:22,AAKO-5547,2/7/18 14:25,Power Tools: Load Sales to Harmonized Sales Data (TBD if sales data must be massaged),Open,,LastBu,,,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5551,1017423,4/23/18 12:22,AAKO-5547,2/7/18 14:24,Power Tools:  Load to Harmonized Product Master,Open,,LastBu,,,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5550,1017422,4/23/18 12:22,AAKO-5547,2/7/18 14:23,Power Tools: Load to Harmonized Product Hierarchy,Open,,LastBu,,,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5549,1017421,4/23/18 12:22,AAKO-5547,2/7/18 14:22,Power Tools - Build Account Xref to Harmonized Account Table,Open,,LastBu,,,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5548,1017420,4/23/18 12:24,AAKO-5547,2/7/18 14:20,Power Tools - Load Accounts to  Xref to Harmonized Account Table,Open,,LastBu,,,,LastBU,,,,,,,Targaryen,,,,,,,LastBu,,,,,,,,,,,
Story,AAKO-5534,1017236,6/20/18 9:09,AAKO-3983,2/7/18 12:49,FSO Report: YTD Commission Earnings (Mgr),Open,,Spine,,,,DPS,FirstBU,PI-B,,,,,Stark,,,AAKO - Stark - C.3,,,,Spine,,,,AAKO-5020,,AAKO-591,AAKO-4902,,,,
Story,AAKO-5476,1014056,6/20/18 8:18,AAKO-3982,2/6/18 8:22,Deployment Reporting - (3 of 3): Participant Structure Report,Open,,Trauma,,13,,FirstBU,,,,,,,Mormont,,,,,,,Trauma,,,,,,,,,,,
Story,AAKO-5475,1014054,6/8/18 10:46,AAKO-3982,2/6/18 8:22,Internal Impersonation Ability,Completed,Done,Spine,,13,,FirstBU,,,,,,,Mormont,Done,5/8/18 9:37,AAKO - Mormont - Bandhavgarh.2,,,,Spine,,,,AAKO-5474,,AAKO-5420,AAKO-5421,AAKO-6683,,,
Story,AAKO-5474,1014053,6/22/18 13:37,AAKO-3982,2/6/18 8:21,Internal View - Quota Sales and Attainment - Quota Attainment by BU,Open,,Trauma,,,,Trauma,,,,,,,Mormont,,,,,,,Trauma,,,,AAKO-5473,,,,,,,
Story,AAKO-5473,1014052,6/22/18 13:37,AAKO-3982,2/6/18 8:21,Internal View - Quota Sales and Attainment - Quota Attainment by Customer,Open,,Trauma,,,,Trauma,,,,,,,Mormont,,,,,,,Trauma,,,,AAKO-5472,,,,,,,
Story,AAKO-5472,1014051,5/17/18 15:26,AAKO-3982,2/6/18 8:21,Internal View - Quota Sales and Attainment - Quota Attainment by Participant,Completed,Done,Spine,,3,,FirstBU,PI-B,,,,,,Mormont,Done,5/17/18 15:26,AAKO - Mormont - Bandhavgarh.3,,,,Spine,,,,AAKO-5471,,AAKO-804,,,,,
Story,AAKO-5470,1014045,6/20/18 11:18,AAKO-3984,2/6/18 8:05,Drill Down for Mechanic: Mgmt Alliance  -  Lead Generation and Conversion ,Open,,Spine,,2,,DPS,,,,,,,Stark,,,AAKO - Stark - C.4,,,,Trauma,,,,AAKO-5469,,,,,,,
Story,AAKO-5468,1014041,5/23/18 9:36,AAKO-3984,2/6/18 8:04,Drill Down for Mechanic: Quarterly Target * Rate,Open,,,,,,Joint_Recon_Distributor,,,,,,,Stark,,,,,,,Recon - Distributer,,,,AAKO-5467,,,,,,,
Story,AAKO-5467,1014039,5/23/18 9:36,AAKO-3984,2/6/18 8:03,Drill Down for Mechanic: Growth: PY Sales Up to PY Target * Rate,Open,,,,,,Joint_Recon_Direct,,,,,,,Stark,,,,,,,Recon - Direct ,,,,AAKO-5466,,,,,,,
Story,AAKO-5465,1014035,6/7/18 9:56,AAKO-3984,2/6/18 8:02,Statements - Ability to generate draft statements,Completed,Done,Spine,,8,,DPS,PI-B,,,,,,Stark,Done,6/7/18 9:56,Stark - Bandhavgarh.4,,,,Spine,,,,AAKO-5464,,,,,,,
Story,AAKO-5464,1014034,6/21/18 16:40,AAKO-3984,2/6/18 8:01,Statements - Capture Expansion Category detail & additional statement functionality,Completed,Done,Spine,,8,,DPS,PI-B,,,,,,Stark,Done,6/21/18 16:40,AAKO - Stark - IP Sprint,,,,Spine,,,,AAKO-5463,,,,,,,
Story,AAKO-5463,1014033,6/20/18 11:18,AAKO-3984,2/6/18 8:00,Drill Down for Mechanic: Commission:  Unit * Rate,Open,,,,2,,Mitek,Recon-Direct,Trauma,,,,,Stark,,,AAKO - Stark - C.4,,,,Trauma,,,,AAKO-5462,,,,,,,
Story,AAKO-5461,1014030,6/20/18 11:18,AAKO-3984,2/6/18 7:59,Drill Down for Mechanic: Lead: Conversion * Flat Amt,Open,,,,,,DPS,,,,,,,Stark,,,AAKO - Stark - C.4,,,,Trauma,,,,AAKO-5460,,,,,,,
Story,AAKO-5460,1014029,6/20/18 11:18,AAKO-3984,2/6/18 7:58,Drill Down for Mechanic: Lead: Lead * Flat Amt,Open,,,,,,DPS,Ethicon,,,,,,Stark,,,AAKO - Stark - C.4,,,,Trauma,,,,AAKO-5459,,,,,,,
Story,AAKO-5449,1012602,6/20/18 9:32,AAKO-4902,2/5/18 19:28,"Compensation Summary - JJED Status, “Active” or “Terminated” ",Open,,Spine,,5,,FirstBU,WON'T,,,,,,Lannister,,,AAKO-Lannister - C4,,,,Trauma,,,,,,,,,,,
Story,AAKO-5436,1011220,6/20/18 11:18,AAKO-3983,2/5/18 11:11,CPD: Drill Down for Mechanic: Commission:  Unit * Rate,Open,,,,,,DPS,,,,,,,Stark,,,AAKO - Stark - C.4,,,,Trauma,,,,AAKO-5124,,,,,,,
Story,AAKO-5434,1011217,6/20/18 13:21,AAKO-3983,2/5/18 11:08,CPD: Drill Down for Mechanic: Lead: Conversion * Flat Amt,Open,,,,,,DPS,,,,,,,Stark,,,AAKO - Stark - C.4,,,,Trauma,,,,AAKO-5433,,,,,,,
Story,AAKO-5433,1011215,6/25/18 16:15,AAKO-3983,2/5/18 11:07,CPD: Drill Down for Mechanic: Lead: Lead * Flat Amt,Open,,,,,,DPS,Ethicon,,,,,,Stark,,,AAKO - Stark - C.4,,,,Trauma,,,,AAKO-5131,,,,,,,
