Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Due Date,Votes,Labels,Labels,Labels,Labels,Labels,Labels,Labels,Description,Environment,Watchers,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Outward issue link (Blocks),Outward issue link (Child-Issue),Outward issue link (Cloners),Outward issue link (Defect),Outward issue link (Dependent),Outward issue link (Dependent),Outward issue link (Gantt: finish-start),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Attachment,Custom field (Acceptance Criteria),Custom field (Actor Name),Custom field (Actor Type),Custom field (Approval Category),Custom field (Are business resources available?),Custom field (Asset Status),Custom field (Assets Link),Custom field (BP Year),Custom field (BUIT Lead),Custom field (Business Impact Description),Custom field (Business Value),Custom field (CAR Name),Custom field (CMDB Application ID),Custom field (CO),Custom field (CR),Custom field (Country),Custom field (DARM ID),Custom field (Defect Analysis and Resolution),Custom field (Developer),Custom field (Doc ID),Custom field (Does this impact multiple regions?),Custom field (Environment Affected),Custom field (Environment Information),Custom field (Epic Link),Custom field (Estimated Asset Date),Custom field (Final Asset Delivered Date),Custom field (Final Estimated Cost (USD)),Custom field (Final Estimated Delivery Date),Custom field (Final Estimated Hours),Custom field (Flagged),Custom field (Franchise + Brand),Custom field (Funding Type),Custom field (GDDM Routing Check),Custom field (Governance Body),Custom field (Governance Contact),Custom field (Hosting Provider),Custom field (ICA),Custom field (Initial Estimated Cost (USD)),Custom field (Initial Estimated Delivery Date),Custom field (Initial Estimated Hours),Custom field (Instantis ID),Custom field (Is Campaign Related?),Custom field (Is budget available?),Custom field (Is this request in-line with the business strategy?),Custom field (Is this request in-line with the product strategy?),Custom field (Issue Resolution),Custom field (Latest Summary),Custom field (Link to Feature),Custom field (Migration Information),Custom field (Moscow),Custom field (New URL),Custom field (Number of Languages),Custom field (Number of Pages),Custom field (Number of Templates),Custom field (Owner),Custom field (PEL),Custom field (PMx Project Name),Custom field (Pharma EMEA Functional Area),Custom field (Pharma EMEA Service Change Type),Custom field (Pharma EMEA Submit for backlog refinement),Custom field (Pharma EMEA Test Strategy),Custom field (Product),Custom field (Product Line),Custom field (Proposed Action & Platform),Custom field (Rank),Custom field (Reason),Custom field (Region + Country/Market),Custom field (Requested Go Live),Custom field (Requestor),Custom field (Requirement ID),Custom field (Requirement Status),Custom field (Requirement Type),Custom field (Root Cause),Custom field (SAP Transport),Custom field (SOW/Vendor Ref),Custom field (Scope),"Custom field (Sector, Franchise & Brand)","Custom field (Sector, Product Line, Product & Approach)",Custom field (Service Specialist),Custom field (Severity),Sprint,Sprint,Custom field (Stage of Risk Identification),Custom field (Stage of Risk Impact),Custom field (Story Points),Custom field (Summarized Estimate),Custom field (System Test ID),Custom field (TP ID),Custom field (Target Resolution Date),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Team Name),Custom field (Technical Design URL),Custom field (Technical Risk),Custom field (Technical Risk Comment),Custom field (Tester),Custom field (Tier),Custom field (Traceable to business process),Custom field (UAT Test ID),Custom field (URL),Custom field (Unit Testable),Custom field (Upcoming Brand Activities),Custom field (Visualization),Custom field (Web Hosting Env),Custom field (Web Hosting Subs),Custom field (Work Type),Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment,Comment
(Lvl 2) Compensation Summary - MIT SI Component Information,AAKO-5075,982320,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,PEdla,PEdla,16/Jan/18 4:46 PM,16/Jul/18 8:28 AM,17/Jul/18 3:54 PM,,,,MIT,,Lannister,,0,Mitek,,,,,,,NEW PART of Compensation Summary (a) Earnings - MIT SI Component Information,,PEdla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxjm3p:,,,,,,,,,,,,,,,,AAKO-Lannister - IPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[PLACEHOLDER] - End To End testing ,AAKO-5069,982314,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,BSobczy2,PEdla,16/Jan/18 4:46 PM,11/Jul/18 4:52 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Lannister,,0,,,,,,,,As a Comp Analyst I need to test participant from participant assignment to payroll file so i ensure the process flow correctly from End To End,,PEdla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxi227:,,,,,,,,,,,,,,,,AAKO-Lannister - C4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flat: Amount * Territory Coverage Metric Type - Enhancement ,AAKO-5068,982313,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,PEdla,PEdla,16/Jan/18 4:46 PM,11/Jul/18 4:06 AM,17/Jul/18 3:54 PM,,Trauma,,Trauma,,Lannister,,0,DPS,,,,,,,"As a comp Analyst I need the Flat: Amount * Territory Coverage Metric Type pay monthly, quarterly, S-Annual and Annual for Vacancy Coverage so i will be able accommodate all BUs",,BSobczy2,PEdla,,,,,,,,,,,,,,,,,,,,,,,,25/May/18 11:27 AM;BSobczy2;Aggregat Vacancy Flat x Rate_2018_05_25.xlsx;https://jira.jnj.com/secure/attachment/600881/Aggregat+Vacancy+Flat+x+Rate_2018_05_25.xlsx,,,,,,,,,,,"Monthly calculation stay as is - same as AAKO-5556

Ability to pay monthly, quarterly, S-Annual and Annual  ",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxjly4:,,,,,,,,,,,,,,,,AAKO-Lannister - C4,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25/May/18 11:42 AM;BSobczy2;May 25, per [~RLichuma] Roselyne is not needed for Spine going live. ",,,,,,,,,,,,,
(Lvl 2) Compensation Summary - ETH 1 Component Information,AAKO-5067,982312,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,PEdla,PEdla,16/Jan/18 4:46 PM,18/Apr/18 12:08 PM,17/Jul/18 3:54 PM,,,,ETH,,Lannister,,0,Ethicon,,,,,,,NEW PART of Compensation Summary (a) Earnings - ETH 1 Component Information,,PEdla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxi22n:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation Summary - Level 2 Logic and configuration (B),AAKO-5066,982311,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,jmadhu,PEdla,PEdla,16/Jan/18 4:46 PM,24/May/18 4:44 PM,17/Jul/18 3:54 PM,24/May/18 4:44 PM,Spine,,Spine,,Lannister,,0,PI-B,Spine,,,,,,"Complete 2 sections:
Measures, 
Earnings Details

",,PEdla,,,,,,,,0,,,82800,0,82800,,,,,,,,,,,,10/Apr/18 12:36 PM;agolani;Working File for Compensation Summary_2018_04_10.xlsx;https://jira.jnj.com/secure/attachment/553987/Working+File+for+Compensation+Summary_2018_04_10.xlsx,,,,,,,,,,,"See AAKO - 5076
10) Measures: reference Measure Columns details from the file
11) Earnings Details - its harmonized portal view, additional eligibility percentage, add YTD earnings. 
      - Everything else as is in metric portal view

12) YTD Earning ( Example, If person started in Feb, and we processing March YTD earning will include *YTD March = February Earning + March Earnings)

PTD Sales
PTD Quota
PTD Baseline/PY Sales
Attainment
Growth/Average Growth
Overachievement
Score or Multiplier
Rate Basis
Earnings Before Eligibility
Eligibility% - needs to puled from correct eligibility type
Earnings
Component Adjustment Value
Projected Earnings
Previous Earnings
Current Period Earnings
Release Cap
Release%
Earnings Due
Prorated Target Earnings
YTD Earnings",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0ihr:,,,,,,,,,,,,,,,,Lannister - Bandhavgarh.3,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 Update Negative Final Payouts + Frequency carryforward  ,AAKO-5065,982310,Story,In Progress,AAKO,PAYDAY ,software,mmarsh3,,,High,,jmadhu,PEdla,PEdla,16/Jan/18 4:46 PM,13/Jul/18 10:38 AM,17/Jul/18 3:54 PM,,Spine,,Spine,,Lannister,,0,Spine,,,,,,,"As a compensation Analyst I need the system to update the negative Finale Payouts in the Cary forward so the correct value will be deducted from the next payment ,

",,PEdla,,,,,,,,,,,115200,25200,111600,,,,,,,,,,,,09/Jul/18 2:50 PM;BSobczy2;FINAL Cycle Payout  Negative Payout_2018_07_09_JM.xlsx;https://jira.jnj.com/secure/attachment/648099/FINAL+Cycle+Payout++Negative+Payout_2018_07_09_JM.xlsx,,,,,,,,,,,"see file for details:

Total Earnings Due	- No change
Guarantee Payment  	- No change
Advance Recoupment	- No change
Draw Recoupment	- No change
Previous Carry Forward	- yes, Frequency carry forward on the Cycle not on Peried 
Final Payment Adjustment	- No change
Payout Subtotal	- No change
Netting Total Pay 	- No change
Non-Net Component Total Pay	- No change
Current Carry Forward	- No change
Payout Held In Prior Period	- No change
Total Payout	- No change
Previous Cycle Payout	- Yes - chenge for negative 
Payout Prev Carry Forward	- Yes - new
Final Payment Subtotal	- Yes - new 
Final Payment	- Yes - updat calculation
Payout Curr Carry Forward	- Yes - new
 ",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht062v:i,,,,,,,,,,,,,,,,AAKO-Lannister - C2,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
[possible Reuse]Flat Guarantee @ wwid Level - [developed],AAKO-5064,982309,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,PEdla,PEdla,16/Jan/18 4:46 PM,11/Jul/18 12:03 PM,17/Jul/18 3:54 PM,,Recon - Distributer,,Recon - Distributer,,Lannister,,0,Joint_Recon_Distributor,,,,,,,,,PEdla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-3976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxjm33:,,,,,,,,,,,,,,,,AAKO-Lannister - IPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation Summary - HTD (1 and 2) Total Earning @ WWID,AAKO-5063,982308,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,PEdla,PEdla,16/Jan/18 4:46 PM,23/Mar/18 12:21 PM,17/Jul/18 3:54 PM,,ETH,,ETH,,Lannister,,0,FirstBU,,,,,,,NEW PART of Compensation Summary (a) Earnings - Finale Payout Adjestment,,PEdla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-4906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0ipr:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation Summary - Level 1 Logic and configuration,AAKO-5062,982307,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,adesai33,PEdla,PEdla,16/Jan/18 4:46 PM,26/Apr/18 11:38 AM,17/Jul/18 3:54 PM,26/Apr/18 11:38 AM,Spine,,Spine,,Lannister,,0,FirstBU,,,,,,,Process to bring in all the participant data for the each month - populating data in columns. ,,PEdla,,,,,,,,0,,,111600,0,106200,,,,,,,,,,,,10/Apr/18 12:34 PM;agolani;Working File for Compensation Summary_2018_04_10.xlsx;https://jira.jnj.com/secure/attachment/553983/Working+File+for+Compensation+Summary_2018_04_10.xlsx,,,,,,,,,,,Examples (data) for Monthly plan and Quarterly plan,,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0ih3:,,,,,,,,,,,,,,,,Lannister - Bandhavgarh.1,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard Guarantee Configuration  ,AAKO-5061,982306,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,jstanchi,PEdla,PEdla,16/Jan/18 4:46 PM,23/May/18 12:17 PM,17/Jul/18 3:54 PM,23/May/18 12:17 PM,Spine,,Spine,,Lannister,,0,FirstBU,PI-B,,,,,,Standard Guarantee update : Standard - Monthly True-Up In Defined Period,,jstanchi,PEdla,,,,,,,0,,,131400,0,126000,,,,,,,,,,,,12/Apr/18 4:56 PM;jstanchi;Guarantee_Standard - Monthly True-Up In Defined Period_2018-04-12.xlsx;https://jira.jnj.com/secure/attachment/556828/Guarantee_Standard+-+Monthly+True-Up+In+Defined+Period_2018-04-12.xlsx,,,,,,,,,,,"* Need Monthly Earning for Guarantee from previous year if guarantee period cross years
* Guarantee over the multiple (2) years 
* Rolling True-Up - Never Pay more then both the YTD Earnings AND YTD Guarantee in the Guarantee Period
* Qualified Earnings - only in the Guarantee period  
* Auto is not included in the determination if Guarantee earnings are met.   We also have flexibility to enter adjustments to not impact guarantee.  
* No guarantee calculation before and after the Guarantee Period
-----Regular earning before guarantee period
-----Regular earning after guarantee period
* The guarantee period will be defined in the WWID-level guarantee data entry link by the fields ""True-Up Period Start Month"" and ""True-Up Period End Month""
* Multiple guarantees can be entered for the same guarantee period (i.e. the guarantee amount can change in the middle of the guarantee period)
* See calculation details and examples in the attached excel file
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3976,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0ihj:,,,,,,,,,,,,,,,,Lannister - Bandhavgarh.3,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12/Apr/18 4:56 PM;jstanchi;Attached excel file ""Guarantee_Standard - Monthly True-Up In Defined Period_2018-04-12"" after discussion with SMEs.  This is the final harmonized calculation.",,,,,,,,,,,,,
Kick-out Report for Participant aligned to Plan not to Geography ,AAKO-5060,982305,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,BSobczy2,PEdla,16/Jan/18 4:46 PM,20/Jun/18 9:32 AM,17/Jul/18 3:54 PM,,Spine,,Trauma,,Lannister,,0,WON'T,,,,,,,"As a comp analyst, I want Kick-out Report when Participant is aligned to Plan but he/she is not aligned to Geography ",,BSobczy2,PEdla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4) Prevent Participant from being aligned to a Plan if they are not aligned to a Geography - Report Kick-out


Participant not aligned to GEO
Check: Participant in Plan but not participant WWID aligned to GEO
Record: “Participant Name or WWID is not aligned to Geography” 
",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxjlzb:,,,,,,,,,,,,,,,,AAKO-Lannister - C4,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"31/May/18 9:12 AM;BSobczy2;this is not needed any more , there will never be record in the Compensation Summary for non-active participant , this was covered by AAKO-5079 ",,,,,,,,,,,,,
Finalize & Standardize the columns shown in existing test portal views for each metric type (X),AAKO-5059,982304,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,jmadhu,PEdla,PEdla,16/Jan/18 4:46 PM,12/Apr/18 7:08 AM,17/Jul/18 3:54 PM,12/Apr/18 7:08 AM,Spine,,Spine,,Lannister,,0,FirstBU,,,,,,,"Nee for Compensation Summary

These views which were initially created only as a testing function may need a few columns added to each table (or added downstream in a merge).  These are not calculation columns but more information columns about the parameters used in each Plan and Comp. 

8 matrices type  ",,PEdla,,,,,,,,0,,,154800,0,162000,,,,,,,,,,,,05/Apr/18 5:08 AM;adesai33;5059 - Harmonoze Metrics for Compensation summary v1.xlsx;https://jira.jnj.com/secure/attachment/549262/5059+-+Harmonoze+Metrics+for+Compensation+summary+v1.xlsx,30/Mar/18 11:56 AM;BSobczy2;Standard Columnes.docx;https://jira.jnj.com/secure/attachment/545227/Standard+Columnes.docx,,,,,,,,,,"+Portal Columns:+
BU Code
WWID
First Name
Last Name
Mid Initial Name
Unique Geo ID
Geography Name
Plan Code
Plan Description
Position Code
Position Description
Component Code
Component Description
Crediting Type
Metric Type
Metric Period
Calculation Period
Payment Frequency
Fiscal Month
_Measures Columns (specific to Metric Type)_ 
Earnings Before Eligibility
Earnings
Adjustment Value
Projected Earnings
Previous Earnings
Current Period Earnings
Release Cap
Release%
Earnings Due
Prorated Target Earnings

+Need to review what Metric Types need to be updated from the below list: +
Commission:  Calculate Net Sales (PS) * Rate
Flat Guarantee
Geo Split Quota: Attainment & Earnings on Payout Table
Growth  (Curr Pd  Sales  - Prior Pd Sales)
J&J Advance
JnJ Draw Recovery
MBO Qualitative 
Quota: Attainment & Earnings on Payout Table
Quota: Attainment & Snapshot Sales * Rate
Quota: WWID Lvl Attainment & Earnings on Payout Table 
Standard Guarantee
Vacancy Flat * Rate
WWID Level Alliance

Attached the screenshot from - AD prepared (BS)

",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0ie7:,,,,,,,,,,,,,,,,AAKO - Lannister -B'ghar.IP,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation Summary - Data Week,AAKO-5058,982303,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,PEdla,PEdla,16/Jan/18 4:46 PM,12/Mar/18 7:35 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Lannister,,0,Ethicon,MIT,,,,,,"As a compensation analyst I should be able to process Sales Up to selected Data week so my sales and quot do not change during the payroll processing validation paired.  

CH Notes: Needed for Effective Dated (Mitek and Ethicon, and for these columsn to get populated in the report, the stories related to building data week in geo crediting, participant crediting, etc. would need to be completed first.  The compensation summary report for spine could include these columns in the report but as blank initially, or they could be hidden initially for Spine. ",,PEdla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0imf:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation Summary : Level 3 Metric Type Specific Columns - Portal Links,AAKO-5056,982301,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,BSobczy2,PEdla,16/Jan/18 4:46 PM,09/Jul/18 7:19 AM,17/Jul/18 3:54 PM,,Spine,,Spine,,Lannister,,0,FirstBU,MUST,,,,,,"As a Compensation Analyst, I need hyperlinks

For the 7 metric types that calculate measures and/or earnings at a level lower than Plan, Component, WWID, and Terr, we would build conditional -hyperlinks- level 3 based on the metric type column in the report, which could bring the user to the existing portal views set-up to show the additional details

1)	Commission:  Calculate Net Sales (PS) * Rate: Monthly Commission >> Commission Details 
Link name: Snapshot Monthly Commission
2)	Quota: Attainment & Snapshot Sales * Rate: Snapshot Quota Attain >> MTD Snapshot QA
Link name: Snapshot Quota Attainment
3)	Growth  (Curr Pd  Sales  - Prior Pd Sales): Projected Growth Earnings >> Monthly Growth Earnings 
Link name: Snapshot Growth 
4)	Flat: Amount * Territory Coverage: Coverage % x Flat Amount >> Coverage % x Flat – Details
Link name: Vacancy Coverage 
5)	MBO Qualitative: Target Earnings >> MBO Objective Rating/Payment
Link name: MBO Qualitative
6)	Quota: WWID Lvl Attainment & Earnings on Payout Table: Need to review
Link name: ??
7)	WWID Level Alliance: Expansion Category Sales >> Detailed Commissions
Link name: Expansion Category

",,PEdla,,,,,,,,,,,28800,28800,,,,,,,,,,,,,10/Apr/18 12:37 PM;agolani;Working File for Compensation Summary_2018_04_10.xlsx;https://jira.jnj.com/secure/attachment/553989/Working+File+for+Compensation+Summary_2018_04_10.xlsx,,,,,,,,,,,,,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxi23p:,,,,,,,,,,,,,,,,AAKO-Lannister - C3,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Compensation Summary - Semester Total Earnings @ WWID Lvl,AAKO-5054,981699,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,PEdla,PEdla,16/Jan/18 4:46 PM,12/Apr/18 10:06 AM,17/Jul/18 3:54 PM,,ETH,,ETH,,Lannister,,0,Ethicon,,,,,,,Divide the ~ 40 metric types,,PEdla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-4906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0ilr:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
(JR) Compensation Summary - For Distributors ,AAKO-5053,981698,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,PEdla,PEdla,16/Jan/18 4:46 PM,16/Jul/18 8:28 AM,17/Jul/18 3:54 PM,,Recon - Distributer,,Recon - Distributer,,Lannister,,0,Joint_Recon_Distributor,,,,,,,As a compensation analyst i need compensation Summary for Distributors so i will be able to validate comp before payout .  ,,PEdla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AAKO-4902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|hxjm3j:,,,,,,,,,,,,,,,,AAKO-Lannister - IPD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Aggregate Flat: Amount * Territory Coverage by wwid, Month ",AAKO-5052,981697,Story,Completed,AAKO,PAYDAY ,software,mmarsh3,,,High,Done,jstanchi,PEdla,PEdla,16/Jan/18 4:45 PM,12/Apr/18 7:10 AM,17/Jul/18 3:54 PM,12/Apr/18 7:10 AM,Spine,,Spine,,Lannister,,0,FirstBU,,,,,,,"As a comp Analyst I need the Earnings for Flat: Amount * Territory Coverage Metric Type aggregated so the Vacancy Coverage is reported on the wwid lvl.

Extension of the AAKO-5556",,BSobczy2,jstanchi,PEdla,,,,,,0,,,126000,0,81000,,,,,,,,,,,,22/Mar/18 3:11 PM;BSobczy2;Aggregat Vacancy Flat x Rate_2018_03_16.xlsx;https://jira.jnj.com/secure/attachment/537504/Aggregat+Vacancy+Flat+x+Rate_2018_03_16.xlsx,,,,,,,,,,,`,,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-4906,,,,,,,,,,,,,,,,,,,,,,Done,,,,,,,,,,,,,,,,,,,1|ht0ien:,,,,,,,,,,,,,,,,AAKO - Lannister -B'ghar.IP,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22/Mar/18 7:55 AM;BSobczy2;[~agolani]Updated the Acceptance Criteria

 ","05/Apr/18 8:20 PM;BSobczy2;[~jstanchi]Add ""Eligibility %"" to the lower lave of the Flat: Amount * Territory Coverage [~KHlinka]","10/Apr/18 7:43 AM;BSobczy2;[~jstanchi][~agolani][~KHlinka]The development is messing Configuration  ""Release Cap"" and ""Release%"" on the Lvl 2. The  ""Release Cap"" and ""Release%"" is developed on the Lvl 3 to satisfied Spine. I have added story AAKO-6356","10/Apr/18 7:18 PM;jstanchi;In the WWID-level earnings view (table: POR-Coverage% x Flat-TotalEarn), the fields ""Release Cap"" and ""Release %"" are shown but are currently mapped to blank because these modifiers are applied at the BU-Plan-Component level.",,,,,,,,,,
Include records for multiple Cycles on the lvl 2 on the Compensation Summary,AAKO-5051,981696,Story,Open,AAKO,PAYDAY ,software,mmarsh3,,,High,,,BSobczy2,PEdla,16/Jan/18 4:45 PM,09/Jul/18 1:27 PM,17/Jul/18 3:54 PM,,Spine,,Spine,,Lannister,,0,FirstBU,,,,,,,"As a compensation Analyst i need the system to populate records for multiple Cycles on the lvl 2 off the Compensation Summary so i will be able to validate earnings for processing current period and any privies processing for the same period  

-Do we need to move the data from the Comp Summary Lvl 3 to Pyed tables [~jstanchi] 

",,PEdla,,,,,,,,,,,108000,108000,,,,,,,,,,,,,,,,,,,,,,,,"Sync Lvl 2 with Lvl 1
If there are Example 3 Cycles there should be 3 records for every Component",,,NONE,,,,,,,,,,,,,,,,,,,,AAKO-3979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1|ht0iiv:,,,,,,,,,,,,,,,,AAKO-Lannister - C2,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
